domain_name,unified_sentiment,Sentences_clean,Aspects_clean,Aspects_sentiments_list,Aspects_list
Restaurants,0.0,بصراحة، طعم الأكل كان عادياً ولا يوجد فيه نكهة مميزة، كما أن أسوأ خدمة جربتها في حياتي بالإضافة إلى ذلك، الأسعار ممتازة ورخيصة مقارنة بالكمية في حين أن الطاولات كانت نظيفة بشكل معتاد,الأكل، الخدمة، الأسعار، النظافة,"[0, -1, 1, 0]","['الأكل', 'الخدمة', 'الأسعار', 'النظافة']"
Attractions,0.0,بصراحة، بشكل عام المكان طبيعي كأي حديقة أخرى. وترتيب الدخول كان يسير بشكل طبيعي بالإضافة إلى ذلك، الفعاليات مقبولة وتمضية وقت ليس إلا,المكان، التنظيم، الفعاليات,"[0, 0, 0]","['المكان', 'التنظيم', 'الفعاليات']"
Attractions,0.0,في زيارتي الأخيرة، أسعار التذاكر رخيصة جداً ومناسبة للجميع. المكان كئيب وممل جداً وبالنسبة للتنظيم فـ داخل المرفق كان عاديا وبالنسبة للفعاليات فـ كانت تقليدية ومكررة,التذاكر، المكان، التنظيم، الفعاليات,"[1, -1, 0, 0]","['التذاكر', 'المكان', 'التنظيم', 'الفعاليات']"
Hotels,0.0,التجربة بشكل عام كانت متفاوتة، الإفطار كان لذيذاً ومتنوعاً جداً بالإضافة إلى ذلك، الغرفة كانت عادية وتفي بالغرض بالإضافة إلى ذلك، موقع المكان عادي ويمكن الوصول إليه بسهولة وبالنسبة للاستقبال فـ موظفو قاموا بعملهم بشكل روتيني,الإفطار، الغرفة، الموقع، الاستقبال,"[1, 0, 0, 0]","['الإفطار', 'الغرفة', 'الموقع', 'الاستقبال']"
Hotels,0.0,في زيارتي الأخيرة، أثاث الغرفة يبدو عادياً ليس حديثاً ولا قديماً جداً. وبوفيه الإفطار كان تقليدياً ويقدم أصنافاً معتادة,الغرفة، الإفطار,"[0, 0]","['الغرفة', 'الإفطار']"
Hotels,-1.0,في زيارتي الأخيرة، طاقم الاستقبال كان عادياً في التعامل وبالنسبة للغرفة فـ للأسف كانت سيئة وغير نظيفة على الإطلاق,الاستقبال، الغرفة,"[0, -1]","['الاستقبال', 'الغرفة']"
Restaurants,0.0,قمت بتجربة هذا المكان وملاحظاتي هي: مستوى الخدمة لا بأس به وبالنسبة للأكل فـ مقبول لكنني تذوقت أفضل منه. بالنسبة للأسعار فهي مقبولة إلى حد ما,الخدمة، الأكل، الأسعار,"[0, 0, 0]","['الخدمة', 'الأكل', 'الأسعار']"
Hotels,0.0,بصراحة، موظفو الاستقبال قاموا بعملهم بشكل روتيني. وجودة الطعام في الإفطار كانت ضعيفة جداً، كما أن موقع الفندق ممتاز جداً وإطلالته خرافية. والغرفة كانت عادية وتفي بالغرض,الاستقبال، الإفطار، الموقع، الغرفة,"[0, -1, 1, 0]","['الاستقبال', 'الإفطار', 'الموقع', 'الغرفة']"
Hotels,0.0,قرأت تقييمات كثيرة وقررت التجربة، مساحة الغرفة كانت متوسطة كما توقعنا. والاستقبال كان مقبولا بشكل عام بالإضافة إلى ذلك، وجبة الإفطار كانت عادية ولم تكن مميزة. الموقع بعيد جداً ومقطوع عن الخدمات,الغرفة، الاستقبال، الإفطار، الموقع,"[0, 0, 0, -1]","['الغرفة', 'الاستقبال', 'الإفطار', 'الموقع']"
Hotels,1.0,التجربة بشكل عام كانت متفاوتة، الموقع مقبول ولا بأس به مقارنة بالسعر، كما أن بالنسبة للغرفة فهي بمستوى طبيعي ولا بأس بها، كما أن الإفطار كان لذيذاً ومتنوعاً جداً,الموقع، الغرفة، الإفطار,"[0, 0, 1]","['الموقع', 'الغرفة', 'الإفطار']"
Hotels,0.0,خلال عطلة نهاية الأسبوع ذهبنا إلى هناك، موظفو الاستقبال قاموا بعملهم بشكل روتيني أما الغرفة فـ مساحة كانت متوسطة كما توقعنا,الاستقبال، الغرفة,"[0, 0]","['الاستقبال', 'الغرفة']"
Restaurants,1.0,نظافة المكان بشكل عام كانت مقبولة. والخدمة ممتازة واهتمام كبير بالزبائن. الأسعار كانت متوسطة ومناسبة لجودة المكان أما الأكل فـ كان لذيذاً جداً وأنصح به بشدة,النظافة، الخدمة، الأسعار، الأكل,"[0, 1, 0, 1]","['النظافة', 'الخدمة', 'الأسعار', 'الأكل']"
Attractions,0.0,خلال عطلة نهاية الأسبوع ذهبنا إلى هناك، ترتيب الدخول كان يسير بشكل طبيعي. ولا توجد فعاليات تذكر والأنشطة سيئة. ووجهة سياحية رائعة وتستحق الزيارة تكراراً,التنظيم، الفعاليات، المكان,"[0, -1, 1]","['التنظيم', 'الفعاليات', 'المكان']"
Attractions,-1.0,التجربة بشكل عام كانت متفاوتة، المكان كئيب وممل جداً بالإضافة إلى ذلك، التنظيم سيء جداً وهناك عشوائية في المكان,المكان، التنظيم,"[-1, -1]","['المكان', 'التنظيم']"
Attractions,0.0,خلال عطلة نهاية الأسبوع ذهبنا إلى هناك، سعر التذاكر كان متوسطا ومقبولا. والفعاليات مقبولة وتمضية وقت ليس إلا أما التنظيم فـ رائع جداً وسلس للغاية وبالنسبة للمكان فـ بشكل عام طبيعي كأي حديقة أخرى,التذاكر، الفعاليات، التنظيم، المكان,"[0, 0, 1, 0]","['التذاكر', 'الفعاليات', 'التنظيم', 'المكان']"
Attractions,-1.0,قمت بتجربة هذا المكان وملاحظاتي هي: لا بأس بالتنظيم بشكل عام وبالنسبة للمكان فـ لا أنصح بزيارة فهو سيء للغاية,التنظيم، المكان,"[0, -1]","['التنظيم', 'المكان']"
Attractions,0.0,التجربة بشكل عام كانت متفاوتة، ترتيب الدخول كان يسير بشكل طبيعي. وجهة سياحية رائعة وتستحق الزيارة تكراراً. والتذكرة لا تستحق هذا السعر المرتفع إطلاقاً أما الفعاليات فالعروض المقدمة كانت في المستوى الطبيعي,التنظيم، المكان، التذاكر، الفعاليات,"[0, 1, -1, 0]","['التنظيم', 'المكان', 'التذاكر', 'الفعاليات']"
Hotels,-1.0,قرأت تقييمات كثيرة وقررت التجربة، واجهنا بطء شديد ومماطلة من موظفي الاستقبال، كما أن موقع الفندق يعتبر متوسطا من حيث القرب للخدمات,الاستقبال، الموقع,"[-1, 0]","['الاستقبال', 'الموقع']"
Hotels,1.0,التجربة بشكل عام كانت متفاوتة، موقع المكان عادي ويمكن الوصول إليه بسهولة. بالنسبة للغرفة فهي بمستوى طبيعي ولا بأس بها وبالنسبة للاستقبال فـ موظفو في قمة الرقي والتعاون,الموقع، الغرفة، الاستقبال,"[0, 0, 1]","['الموقع', 'الغرفة', 'الاستقبال']"
Attractions,0.0,التجربة بشكل عام كانت متفاوتة، لا بأس بالتنظيم بشكل عام بالإضافة إلى ذلك، العروض المقدمة كانت في المستوى الطبيعي، كما أن التذاكر ليست رخيصة ولا غالية بل في المعقول. ووجهة سياحية رائعة وتستحق الزيارة تكراراً,التنظيم، الفعاليات، التذاكر، المكان,"[0, 0, 0, 1]","['التنظيم', 'الفعاليات', 'التذاكر', 'المكان']"
Attractions,-1.0,خلال عطلة نهاية الأسبوع ذهبنا إلى هناك، لا أنصح بزيارة المكان فهو سيء للغاية. وترتيب الدخول كان يسير بشكل طبيعي,المكان، التنظيم,"[-1, 0]","['المكان', 'التنظيم']"
Restaurants,-1.0,التجربة بشكل عام كانت متفاوتة، الطاولات كانت نظيفة بشكل معتاد. والطلبات كانت متوسطة المستوى ولا بأس بها. والخدمة بطيئة للغاية والعمال غير مهتمين,النظافة، الأكل، الخدمة,"[0, 0, -1]","['النظافة', 'الأكل', 'الخدمة']"
Attractions,0.0,في زيارتي الأخيرة، العروض المقدمة كانت في المستوى الطبيعي وبالنسبة للمكان فـ يعتبر جيد لقضاء بعض الوقت في حين أن التذاكر ليست رخيصة ولا غالية بل في المعقول,الفعاليات، المكان، التذاكر,"[0, 0, 0]","['الفعاليات', 'المكان', 'التذاكر']"
Restaurants,0.0,قرأت تقييمات كثيرة وقررت التجربة، الخدمة في المطعم كانت روتينية وبالنسبة للنظافة فالمطعم نظيف لحد معقول,الخدمة، النظافة,"[0, 0]","['الخدمة', 'النظافة']"
Restaurants,0.0,بصراحة، سرعة الخدمة كانت في المعدل الطبيعي والمقبول وبالنسبة للأكل فـ كان بارداً وطعمه سيء جداً وبالنسبة للنظافة فالمطعم نظيف لحد معقول. الأسعار كانت متوسطة ومناسبة لجودة المكان,الخدمة، الأكل، النظافة، الأسعار,"[0, -1, 0, 0]","['الخدمة', 'الأكل', 'النظافة', 'الأسعار']"
Hotels,0.0,قرأت تقييمات كثيرة وقررت التجربة، جودة الطعام في الإفطار كانت ضعيفة جداً. إجراءات الدخول في الاستقبال كانت طبيعية ولم تستغرق وقتا طويلا أو قصيرا في حين أن أثاث الغرفة يبدو عادياً ليس حديثاً ولا قديماً جداً. وموقع الفندق يعتبر متوسطا من حيث القرب للخدمات,الإفطار، الاستقبال، الغرفة، الموقع,"[-1, 0, 0, 0]","['الإفطار', 'الاستقبال', 'الغرفة', 'الموقع']"
